Job Title,Job Description,Company Name,Location
IOS Developer,"At ZOHO, we're building the most integrated suite of business products that exist on the cloud. With over 20 million users working online using ZOHO, your work impacts a wide variety of businesses across the world. Join us on this exciting and satisfying journey to build smart software for growing businesses.

We're expanding and would love to have you as part of our growth. ZOHO is now hiring ' IOS Developer' If you're excited to be part of a winning team, ZOHO is a perfect place to get ahead.
Experience: 1 to 4 years
Job description:

1+ year of experience in iOS Development.
Deep understanding of the iOS platform.
Should be proficient in Objective C and Swift language.
Experience in developing libraries in iOS.
Should be strong in logical and analytical thinker.
Should have strong troubleshooting skills.","Zoho
4.4",Chennai
iOS Developer,"Experience: 2-4 years
Location: Pune Bangalore

Requirements:
Design and build advanced applications for the native iOS platform
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Skills:
Proficient with Objective-C and/or Swift, Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Understanding of Apple’s design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools such as Instruments
Familiarity with cloud message APIs and push notifications
Knack for benchmarking and optimization
Proficient understanding of code versioning tools
What You Need for this Position

You should have knowledge of:
Swift
Objective C DB
Design Patterns
UI understanding
Aditional
No. of Positions
Education level
Career level
Experienced","Bloom Consulting Services
4.8",Pune
iOS Developer,"Looking for a swift developer to build an app

Job Types: Full-time, Part-time, Temporary, Contract

Experience:
total work: 1 year (Preferred)
Work Remotely:
Temporarily due to COVID-19","Vibertech
3.0",Hyderabad
iOS Developer,"Job brief:

We are looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the iOS version of ShareChat.

Responsibilities:

Design and build applications for the iOS platform Collaborate with cross-functional teams to define, design, and ship new features. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.

Requirements:

-BS/MS degree in Computer Science, Engineering, or a related subject.

-2+ years of working experience in iOS development.

-Have published one or more iOS apps in the app store.

-A deep familiarity with Swift and Cocoa Touch.

-Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.

-Experience with third-party libraries and API’s Must be familiar with RESTful APIs to connect iOS applications to back-end services.

-Experience with cloud message APIs and usage of push notifications.

-Knowledge of code versioning tools such as Git.","sharechat
4.1",Bengaluru
iOS Developer,"About Flock

Flock is founded by Bhavin Turakhia. Bhavin has also been the Founder / Co-Founder of Media.net, Directi, Radix, Ringo, Codechef and Zeta. These businesses comprise of 1500+ people, 8+ offices, 10+ million customers, revenues over $250+ million and a group enterprise value of over $1.4 billion.

Flock is an enterprise messaging and collaboration app that aims at increasing productivity and improving team-communication in organizations of all shapes and sizes. At Flock, we believe that enterprise communication should be richer and efficient. With that goal, we have developed and deployed an outstanding suite of products that enhances workplace communication and productivity.

Flock’s feature set includes :

Secure one on one chat/ Group chat
Video conferencing
Audio Conferencing
Process Automation
Real time business process and workflow automation
Mailing lists… and much more

With teams at companies like Tim Hortons, Victorinox, Aranca, Mothercare, Ricoh and Ituran improving their workplace collaboration using Flock, we are already helping teams have richer and more efficient communication around the globe.

Benefits and Perks

We at Flock love our jobs. And it’s no surprise – we get to work on exciting, new projects with some of the best brains in the industry, and that too in a vibrant atmosphere that is designed to be comfortable and conducive for our personal and professional growth.

And Flock goes the extra mile to make you feel at home. We offer benefits ranging from affordable catered meals and even snacks on the house. Our works places are welcoming and fun, complete with bean bag chairs and ping pong tables. You are free to wear what makes you comfortable and choose the hours you keep, as a team. Oh, and we’ve got your family covered too, with great health insurance plans and other benefits. In short, everything you need to be your best self at work!

We are passionate about helping teams move to the next level of communication and collaboration, and believe that happy employees are key to achieving this goal.

If you like the idea of working on cutting-edge technologies and solutions that have a truly global impact, get in touch!","Flock
4.1",Bengaluru
iOS Developer- Ground Transport,"Responsibilities:
Design and build advanced app features for the iOS platform
Collaborate with cross-functional teams to define, design, and ship new features
Unit-test code for robustness, including edge cases, usability, and general reliability
Work on bug fixing and improving application performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Requirements
3+ years of iOS development
Candidate should have strong experience of Data Structures, algorithm and oops concept
Have published one or more iOS apps in the app store
A deep familiarity with Objective-C, Swift and Cocoa Touch
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text
UI development with Interface Builder and Code, including AutoLayout
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle","Goibibo
4.0",Bengaluru
iOS Developer,"Position Overview:
We are looking for iOS Developers responsible for the design and development of high volume end user products aimed at a range of iOS devices. Your primary focus will be development of iOS applications and shipping the project/module you own. A commitment to collaborative problem solving, high quality code, and a passion for technology is essential.

Responsibilities:
Design and build applications for the iOS platform using Swift, Rx Swift, and Objective-C.
Gradually take on more responsibility and have a bigger impact, take on more challenging tasks, mentor others, lead a module, manage a team.
You own your modules end-to-end. We provide a sandbox to experiment and trust you to work through issues and deliver.
Stay up-to-date with technical trends. Be a part of RSL's learning culture by giving Tech Talks.
Skills:
3-5+ Years Experience.
Development experience in Objective-C, Swift or Rx Swift.
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Understanding of Apples design principles and interface guidelines.
Knowledge of the iOS ecosystem and the libraries available for common tasks.
Self-motivated, eager to learn, with strong logical reasoning skills.
Passion for quality.
Perks:
Core, hands-on development work on live projects.
Great compensation packages and bonuses, directly tied to your performance.
Laid back culture, no dress code. Free daily catered lunch, free medical and life insurance.
Why Should You Join Us
Work Culture: Working under friendly and Cool environment.
No Politics: We always try to keep away from all sorts of politics.
Learn and Grow Opportunities: Working will Senior Experts on live projects will help anybody to grow.
Opportunities to Work On Technology of Startups Ideas from Scratch.
Bangalore, India’s IT Silicon Valley
Work from anywhere, we really least care about the Work Location.","Appriffy-Digital IT Hub
4.8",Bengaluru
iOS Developer,"What we expect from you?
Collaborate with cross-functional teams to define, design, and ship new features
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Objective C-Programming and debugging skills
C/C++ programming and debugging skills
Good understanding of Mac OS X, packaging and Xcode
Good understanding of Apple frameworks like Cocoa Touch, Core Data and Networking, Push Notifications, and Passbook
Good understanding of multi-threaded application development, data structures and algorithms
Good understanding of HTTP, REST, XML/JSON
Good understanding of third-party frameworks like Facebook, AFNetworking, Twitter etc.
Objected oriented programming concepts and Design Patterns
Expertise in iOS 6, iOS 7, IDE Xcode 4 & above
Atleast one live application on App Store (experienced developer)
Knowledge on submitting app on AppStore successfully (experienced developer)

Note
Candidates applying for this position need to send us the link to their portfolio along with their CV.
What we can offer
A fresh and inspiring atmosphere with a lot of passionate people
A solid salary and a responsible position in our company
A fantastic workspace you will love
We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, jobs@bookmyshow.com :).","Bigtree Entertainment Pvt.Ltd.
3.9",Pune
iOS Developer,"Requirements:
0-3 Years of experience developing iOS/Android/React apps.

Good understanding of Swift Fundamentals, Good understanding of Design Patterns, Research Oriented

Good at Logical thinking and Problem solving

Follows iOS/Android/React Coding Standards and delivers quality products

Understanding of Git Workflow

Good at code commenting & documentation

Process Complaint

Proficient with communication""

Your Responsibilities:
Carry out daily development tasks on a timely basis.

Develop well-tested modules.

Write proper code documentation and comments.

Ensure the code quality and standards followed throughout the project.

Following the Git workflow and processes on a daily basis.

Efficiently communicate with the team","Nickelfox
5.0",Noida
iOS Developer,"2 to 4 years of development and delivery experience in iOS, at least 2 apps should be in App Store
Proficient in Swift 4.0 or later
Experience with iOS frameworks such as UIKit, Maps, Core Location, Core Bluetooth and Core Animation etc.
Familiarity with MVVM, Test drive development(TDD)
Experience with third-party libraries such as Alamofire etc. and APIs Solid understanding of the full mobile development life cycle
Proficient in RESTful APIs
Proficient in Git
Familiarity with push notifications and cloud message APIs etc.
Experience with offline storage, threading, and performance tuning, optimisation
Experience with performance and memory tuning with tools such as xcode Instruments and Shark
Experience in writing unit and functional tests
Perform bug fix and improve application performance
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Strong UX/UI design exposure and experience in making apps work intuitively and with pixel perfect interfaces. Understanding of Apple’s design principles and human interface guidelines
Strong CS fundamentals (with competencies in algorithms and data structures)
Highly accountable and takes ownership, with collaborative attitude, and a lifelong learner.
Job Type: Full-time

Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Required)
Swift (Required)
Work Remotely:
Yes","Yulu Bike
3.2",Bengaluru
iOS Developer,"Job Location – Pune – India
Required experience – 3+ Years

Innoplexus at its core uses AI to provide non-obvious insights to researchers by acquiring and analyzing the word’s knowledge in bioinformatics.

Our products leverage proprietary algorithms and patent pending technologies to help global Life sciences & Financial services organizations with access to relevant data, real time intelligence & intuitive insights, across the life cycle of the products.

We automate the collection, curation, aggregation, analysis & visualization, of billions of data points from thousands of data sources, using domain-specific language processing, ontologies, computer vision, machine learning, network analysis and more.

You are the right person in our team if you can:
Proficient with Swift (Mandatory)
Experience with iOS frameworks such as Core Data, Core Animation, etc.(Realm & Charts Framework is plus)
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Solid understanding of the full mobile development life cycle and data structures
Have published one or more iOS apps in the app store
Experience in integrating SSO and auth modules or libraries
Extremely good in data structures
Good understanding of design patterns like MVC, MVVM
Working experience with Framework development and Pod Integration
Familiar with SSO and OAuth

We need you to have:
Bachelor’s or master’s degree in Computer Science or Engineering

To excel in this job, you must bring 3+ years experience in:
iOS Development
Swift
Cocoapods

Innoplexus believes in the power of collaboration and teamwork. You will work and grow alongside creative thinkers to turn great ideas into reality. We will help you develop your skills with training courses and knowledge sharing.","Innoplexus
4.0",Pune
iOS Developer,"Qualification : Any Graduate
Experience : 4 - 5 Years
Work Location : Coimbatore
No.of Openings : 1

Job Responsibilities :
Design and build applications for the iOS platform.
Ensure the performance, quality, and responsiveness of applications.
Collaborate with a team to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization and automation.

Skills :
Proficient with Objective-C or Swift and Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools.
Knack for benchmarking and optimization","Latlon Technologies
4.6",Coimbatore
